"ID","MonthlyIncome"
1037,5487.18760393522
1038,10968.3350073018
1039,10335.6465823914
1040,5976.86257894664
1041,1632.23631576786
1042,2778.7212111034
1043,10033.931396859
1044,6278.52527057183
1045,2016.94100697246
1046,2119.84648020898
1047,6308.54526254321
1048,9786.44325339067
1049,2314.3433093037
1050,5972.72110548365
1051,11463.9955254965
1052,1832.03893459505
1053,5949.76886341312
1054,2659.52404338446
1055,2500.874005848
1056,2467.15299975591
1057,6292.59494211556
1058,13431.1488476374
1059,7179.2341526891
1060,2811.17848542107
1061,6762.90360700955
1062,6230.47349786355
1063,5943.99711141662
1064,1996.96444230749
1065,5844.47228198832
1066,2240.69605764278
1067,3600.2839941704
1068,18942.520425312
1069,5501.21929144099
1070,1964.50036273754
1071,2164.12707081332
1072,6240.77636225404
1073,1728.62208243993
1074,5681.89987929687
1075,5847.90370273665
1076,14075.5395392666
1077,18506.7315824433
1078,6185.97570419144
1079,6530.18390586029
1080,6917.67309772765
1081,2883.31619785737
1082,2712.85986820779
1083,1691.98953801485
1084,6206.54990114003
1085,9507.85309814091
1086,9754.96789071804
1087,6061.9702487729
1088,2740.14310499726
1089,2665.48933742069
1090,5648.2701894086
1091,5547.11763629832
1092,5364.79315940437
1093,10004.0037443082
1094,5916.27429552025
1095,5420.11343043165
1096,6514.13726465523
1097,3435.94169105701
1098,2674.61050944167
1099,2178.75732939445
1100,6076.7451346451
1101,18091.9496068233
1102,5940.5952796696
1103,5760.7936631682
1104,11468.015721985
1105,2939.76300782076
1106,2554.80476067113
1107,2597.091523628
1108,7168.59577625356
1109,5212.48536732363
1110,5683.69652161866
1111,5621.2954305144
1112,9789.01578491511
1113,10210.5813418985
1114,6417.65825807758
1115,10194.5423220055
1116,2373.03995120033
1117,7007.46844424758
1118,5859.58573943768
1119,10653.5974537771
1120,1976.87034305759
1121,10241.5113207309
1122,14974.4232223366
1123,6297.0356384995
1124,14285.3539658121
1125,2363.9052519797
1126,1888.4984556983
1127,2221.91860657041
1128,5998.43512194036
1129,13907.9103402617
1130,2249.48167707146
1131,10331.6200447839
1132,14600.1584015015
1133,6158.66137192117
1134,1891.35366395917
1135,2509.47780975792
1136,2443.31900186241
1137,2811.81916820321
1138,5752.13233969887
1139,9969.46300296582
1140,13887.6244963202
1141,5601.28081768407
1142,6101.63707638698
1143,10633.2058895273
1144,5942.47561605407
1145,7221.94923236521
1146,5779.66823194845
1147,6125.78219033217
1148,2332.7587210722
1149,2754.10276195414
1150,5896.6089493412
1151,2253.24785348159
1152,5915.85933981328
1153,6825.94868805414
1154,1986.96268399246
1155,6202.64445364775
1156,14451.8153763221
1157,2283.16870078004
1158,7141.94141242037
1159,2507.41659859572
1160,6487.15829811794
1161,2644.62439741959
1162,10527.6591872444
1163,1665.95822234487
1164,10617.1989902812
1165,2384.81500152059
1166,1738.90796541452
1167,10148.1529701086
1168,5773.09439740787
1169,2805.21319138483
1170,2409.36822537323
